tag,raw_text,tokens,ch_count
Xenophobia,புரட்சியாளன் சுபா  yaara ivan...😂😂deiii oyaala okka....enada pesra....dalit punda mavan dhana nee...onnu pallan ah iruppa....ila sakkili ya iruppa...,"['புரட்சியாளன்', 'சுபா', 'yaara', 'ivan', '......', 'deiii', 'oyaala', 'okka', '......', 'enada', 'pesra', '......', 'dalit', 'punda', 'mavan', 'dhana', 'nee', '......', 'onnu', 'pallan', 'ah', 'iruppa', '......', 'ila', 'sakkili', 'ya', 'iruppa', '......']",28
None-of-the-above,S.ranjith S.ranjith  hi pa enna pandra ga,"['s', '.', 'ranjith', 's', '.', 'ranjith', 'hi', 'pa', 'enna', 'pandra', 'ga']",11
Xenophobia,Dai... unakkum America kum sanda na nee avana adi .. avan unna adikkattum.. naanga ennada pannoam... nadathungada.... nadathunga...,"['dai', '......', 'unakkum', 'america', 'kum', 'sanda', 'na', 'nee', 'avana', 'adi', '......', 'avan', 'unna', 'adikkattum', '......', 'naanga', 'ennada', 'pannoam', '......', 'nadathungada', '......', 'nadathunga', '......']",23
None-of-the-above,Vera level neenga Akka 😎😍😍,"['vera', 'level', 'neenga', 'akka']",4
Homophobia,Nee Naam gay sax pannalam,"['nee', 'naam', 'gay', 'sax', 'pannalam']",5
Xenophobia,Ithuku mela ethavathu parapuna na serupala adipen..summa summa ethavathu parapi vittutu irukanuga..🙄😬,"['ithuku', 'mela', 'ethavathu', 'parapuna', 'na', 'serupala', 'adipen', '......', 'summa', 'summa', 'ethavathu', 'parapi', 'vittutu', 'irukanuga', '......']",15
None-of-the-above,gargantua  yathulium oru kanniyam venddum Inka neriya peru bisexual than irrukan irrukainga but veliya sollurathu illa,"['gargantua', 'yathulium', 'oru', 'kanniyam', 'venddum', 'inka', 'neriya', 'peru', 'bisexual', 'than', 'irrukan', 'irrukainga', 'but', 'veliya', 'sollurathu', 'illa']",16
None-of-the-above,Nalla vazhkai thunai Amaiya vazhthukkal bro As like you....,"['nalla', 'vazhkai', 'thunai', 'amaiya', 'vazhthukkal', 'bro', 'as', 'like', 'you', '......']",10
Counter-speech,Yuvaraj Elumalai  apa neenga ponnukku kalyanam ana ava appa kadan yethukka koodadhunu soldreenga neenga sonnadha neengale poi akiteenga.; Idhuku mela ungakitta naan chat panna maten oorukkudhan ubadhesam neengal.,"['yuvaraj', 'elumalai', 'apa', 'neenga', 'ponnukku', 'kalyanam', 'ana', 'ava', 'appa', 'kadan', 'yethukka', 'koodadhunu', 'soldreenga', 'neenga', 'sonnadha', 'neengale', 'poi', 'akiteenga', '.', ';', 'idhuku', 'mela', 'ungakitta', 'naan', 'chat', 'panna', 'maten', 'oorukkudhan', 'ubadhesam', 'neengal', '.']",31
Misandry,40% இடஒதுக்கீடு பெண்களுக்கே  sonthama ulaika mudiyatha thanda chorugalthan vara thatchanai kekkum,"['40', '%', 'இடஒதுக்கீடு', 'பெண்களுக்கே', 'sonthama', 'ulaika', 'mudiyatha', 'thanda', 'chorugalthan', 'vara', 'thatchanai', 'kekkum']",12
Counter-speech,Ethu sari ethu thappu nu mudivu panna ivanga yaru,"['ethu', 'sari', 'ethu', 'thappu', 'nu', 'mudivu', 'panna', 'ivanga', 'yaru']",9
None-of-the-above,Jathi sayam poosuvathu thavaru.jathikupin thavaruseipavargal olinthukolvathu thavaru,"['jathi', 'sayam', 'poosuvathu', 'thavaru', '.', 'jathikupin', 'thavaruseipavargal', 'olinthukolvathu', 'thavaru']",9
None-of-the-above,Compramise enbadhu wife -husband ruvarukkum irukkanum,"['compramise', 'enbadhu', 'wife', '-', 'husband', 'ruvarukkum', 'irukkanum']",7
None-of-the-above,Part 2 karikkadai prank pannunga thambi,"['part', '2', 'karikkadai', 'prank', 'pannunga', 'thambi']",6
Misogyny,Enaku oru doubt iva aambala ya ila pombala ya?,"['enaku', 'oru', 'doubt', 'iva', 'aambala', 'ya', 'ila', 'pombala', 'ya', '?']",10
None-of-the-above,Bro part 2 video enga bro plzzz  sollunga bro,"['bro', 'part', '2', 'video', 'enga', 'bro', 'plzzz', 'sollunga', 'bro']",9
None-of-the-above,First media-va stop pannanum. ; Media illana yavanum saagamaattan da...,"['first', 'media', '-', 'va', 'stop', 'pannanum', '.', ';', 'media', 'illana', 'yavanum', 'saagamaattan', 'da', '......']",14
Misogyny,Ivalukaluku  lam kalyanam nadakakudathu,"['ivalukaluku', 'lam', 'kalyanam', 'nadakakudathu']",4
None-of-the-above,Enna episode number solluka please,"['enna', 'episode', 'number', 'solluka', 'please']",5
Transphobic,Entha Mari aravaningala seruppala adikkanum entha Mari prachanai Ella edathulayum erukku pothumakkalukku pathukappu    illa,"['entha', 'mari', 'aravaningala', 'seruppala', 'adikkanum', 'entha', 'mari', 'prachanai', 'ella', 'edathulayum', 'erukku', 'pothumakkalukku', 'pathukappu', 'illa']",14
None-of-the-above,maga Matt a man a,"['maga', 'matt', 'a', 'man', 'a']",5
Misandry,pu bg apo ni evanuku poranthavan da kandara ooli mavane,"['pu', 'bg', 'apo', 'ni', 'evanuku', 'poranthavan', 'da', 'kandara', 'ooli', 'mavane']",10
None-of-the-above,Please anna part 2 post panuga,"['please', 'anna', 'part', '2', 'post', 'panuga']",6
Misandry,Echa raja dai nee oru devit mavan da kanjava yen da ban pani irukanga kotha,"['echa', 'raja', 'dai', 'nee', 'oru', 'devit', 'mavan', 'da', 'kanjava', 'yen', 'da', 'ban', 'pani', 'irukanga', 'kotha']",15
Xenophobia,SAM DAVID  you are made in china ?,"['sam', 'david', 'you', 'are', 'made', 'in', 'china', '?']",8
Homophobia,Podi punda mavale poi thooku maati saavu lesbian kandarolinga chaik,"['podi', 'punda', 'mavale', 'poi', 'thooku', 'maati', 'saavu', 'lesbian', 'kandarolinga', 'chaik']",10
Misandry,mani Selvaraj  adhu unna mari pottadhan da papanga poda,"['mani', 'selvaraj', 'adhu', 'unna', 'mari', 'pottadhan', 'da', 'papanga', 'poda']",9
None-of-the-above,Bro u didn't answer my question ⁉️ 😭😭,"['bro', 'u', 'didn', ""'"", 't', 'answer', 'my', 'question']",8
None-of-the-above,Romba mokka poduraru gopi anna intha episode la😭,"['romba', 'mokka', 'poduraru', 'gopi', 'anna', 'intha', 'episode', 'la']",8
Misandry,Storm Breaker  bro neenga inoruthar ah jaathi ya vechi asingama pesringa...aana neenga jaathiya en olikka matikranga..innum jaathi kola pandrangle nu kekringa....enaku therinju unga moolaila etho kolaru irukunu nenaikra.....Ivlo kevalama matam thatti pesrathu oruthara athuvum jaathiya vechu .....apdi jaathi jaathi nu suthuringala...antha jaathiyalaiye neenga saavinga oru naal ....apo purium ungaluku,"['storm', 'breaker', 'bro', 'neenga', 'inoruthar', 'ah', 'jaathi', 'ya', 'vechi', 'asingama', 'pesringa', '......', 'aana', 'neenga', 'jaathiya', 'en', 'olikka', 'matikranga', '......', 'innum', 'jaathi', 'kola', 'pandrangle', 'nu', 'kekringa', '......', 'enaku', 'therinju', 'unga', 'moolaila', 'etho', 'kolaru', 'irukunu', 'nenaikra', '......', 'ivlo', 'kevalama', 'matam', 'thatti', 'pesrathu', 'oruthara', 'athuvum', 'jaathiya', 'vechu', '......', 'apdi', 'jaathi', 'jaathi', 'nu', 'suthuringala', '......', 'antha', 'jaathiyalaiye', 'neenga', 'saavinga', 'oru', 'naal', '......', 'apo', 'purium', 'ungaluku']",61
None-of-the-above,Anandha babu  summa than bro,"['anandha', 'babu', 'summa', 'than', 'bro']",5
None-of-the-above,Illuminaties na yarunu konjam explain pannuga bro (time irundha),"['illuminaties', 'na', 'yarunu', 'konjam', 'explain', 'pannuga', 'bro', '(', 'time', 'irundha', ')']",11
None-of-the-above,Dinesh Dinesh  venkatesan from pudukottai,"['dinesh', 'dinesh', 'venkatesan', 'from', 'pudukottai']",5
Misandry,H A raja poi comment box poi paru nee Mike ha parthale unaku fever varum da,"['h', 'a', 'raja', 'poi', 'comment', 'box', 'poi', 'paru', 'nee', 'mike', 'ha', 'parthale', 'unaku', 'fever', 'varum', 'da']",16
None-of-the-above,Mathuvaanthi says ungal vamsa viruthikku br,"['mathuvaanthi', 'says', 'ungal', 'vamsa', 'viruthikku', 'br']",6
None-of-the-above,Lite ah kalanga vechutingle da 🥺,"['lite', 'ah', 'kalanga', 'vechutingle', 'da']",5
None-of-the-above,v  unga pool yanna colour,"['v', 'unga', 'pool', 'yanna', 'colour']",5
Misandry,Nee un Amma ke pirakkala po da baadu...,"['nee', 'un', 'amma', 'ke', 'pirakkala', 'po', 'da', 'baadu', '......']",9
Homophobia,Indha Gay culture lam India ku avasiyama ? ; Already Naadu romba kettu poi kedakku....; ; Oru Male dog Ku kooda....Female dog odathan sex vechikanum endra arivu irukum...; But these gay people are so pathetic...; ; Chai !! Aravaani ah porakka vendiyavangalam...Gay ah porandhurukkunga ; Idhan unmai,"['indha', 'gay', 'culture', 'lam', 'india', 'ku', 'avasiyama', '?', ';', 'already', 'naadu', 'romba', 'kettu', 'poi', 'kedakku', '......', ';', ';', 'oru', 'male', 'dog', 'ku', 'kooda', '......', 'female', 'dog', 'odathan', 'sex', 'vechikanum', 'endra', 'arivu', 'irukum', '......', ';', 'but', 'these', 'gay', 'people', 'are', 'so', 'pathetic', '......', ';', ';', 'chai', '!', '!', 'aravaani', 'ah', 'porakka', 'vendiyavangalam', '......', 'gay', 'ah', 'porandhurukkunga', ';', 'idhan', 'unmai']",58
None-of-the-above,Sundaramoorthy S  and Pradeep..rendu perum bayanthutinga pola..,"['sundaramoorthy', 's', 'and', 'pradeep', '......', 'rendu', 'perum', 'bayanthutinga', 'pola', '......']",10
None-of-the-above,Sugumaran G  I m ok U phone number,"['sugumaran', 'g', 'i', 'm', 'ok', 'u', 'phone', 'number']",8
None-of-the-above,Enna pa muslim christian hindhu yella solli yachu,"['enna', 'pa', 'muslim', 'christian', 'hindhu', 'yella', 'solli', 'yachu']",8
None-of-the-above,Jaya Suriya   phone number,"['jaya', 'suriya', 'phone', 'number']",4
None-of-the-above,Sakotharaa neer ilankayil orunthirukka vendum.andap paakkiyam illaamal pochche.,"['sakotharaa', 'neer', 'ilankayil', 'orunthirukka', 'vendum', '.', 'andap', 'paakkiyam', 'illaamal', 'pochche', '.']",11
Transphobic,Kaavalthurai ivarkalidam Pichai edupathal kandu kolvathillai,"['kaavalthurai', 'ivarkalidam', 'pichai', 'edupathal', 'kandu', 'kolvathillai']",6
None-of-the-above,Na 11th padikra apo school uniform la en p** pidichi amukinanga kootathula,"['na', '11th', 'padikra', 'apo', 'school', 'uniform', 'la', 'en', 'p', '*', '*', 'pidichi', 'amukinanga', 'kootathula']",14
None-of-the-above,😠😠😠jadhi veri pudichavane  .... Ayya  va ayya ... Alinju poga poringada...,"['jadhi', 'veri', 'pudichavane', '......', 'ayya', 'va', 'ayya', '......', 'alinju', 'poga', 'poringada', '......']",12
Xenophobia,China va alichuta matter mudinchurum😡😡😡😡,"['china', 'va', 'alichuta', 'matter', 'mudinchurum']",5
None-of-the-above,black sari ka supr a soninga,"['black', 'sari', 'ka', 'supr', 'a', 'soninga']",6
None-of-the-above,Murali dana Periya pavam😨😨😨😨😱😱😱 naragam tha pova,"['murali', 'dana', 'periya', 'pavam', 'naragam', 'tha', 'pova']",7
None-of-the-above,Super bro semma... But innonu sollava enga vettu pullaya school serkum pothe aven munnaditha caste certificate irukanu kettanka...apove avanuku caste'na ennanu solli thara vendiyathu irunthathu...yen jathiya solla enagu vekkam kedayathu... jathi vanthathu thappuna athu namma mela illa...oon moothathairum yen moothathairum apove piruchu vachutanga...neenga sollalam namma maralanu but vaaipe illa tamilnadula panam serura edathula fulla kandipa jathi keppanga🔰🔰🗡️,"['super', 'bro', 'semma', '......', 'but', 'innonu', 'sollava', 'enga', 'vettu', 'pullaya', 'school', 'serkum', 'pothe', 'aven', 'munnaditha', 'caste', 'certificate', 'irukanu', 'kettanka', '......', 'apove', 'avanuku', 'caste', ""'"", 'na', 'ennanu', 'solli', 'thara', 'vendiyathu', 'irunthathu', '......', 'yen', 'jathiya', 'solla', 'enagu', 'vekkam', 'kedayathu', '......', 'jathi', 'vanthathu', 'thappuna', 'athu', 'namma', 'mela', 'illa', '......', 'oon', 'moothathairum', 'yen', 'moothathairum', 'apove', 'piruchu', 'vachutanga', '......', 'neenga', 'sollalam', 'namma', 'maralanu', 'but', 'vaaipe', 'illa', 'tamilnadula', 'panam', 'serura', 'edathula', 'fulla', 'kandipa', 'jathi', 'keppanga']",69
None-of-the-above,Bro time travel pathi solunga,"['bro', 'time', 'travel', 'pathi', 'solunga']",5
Misandry,S K  virunthalikku porantha thevidiya payale.. unna ungomma evankuu paduthu pethu..unna ungomma evankuu paduthu..Ava pundaya kilichi anupiren..un pondatti ya anuppi Vai... thevidiya payale,"['s', 'k', 'virunthalikku', 'porantha', 'thevidiya', 'payale', '......', 'unna', 'ungomma', 'evankuu', 'paduthu', 'pethu', '......', 'unna', 'ungomma', 'evankuu', 'paduthu', '......', 'ava', 'pundaya', 'kilichi', 'anupiren', '......', 'un', 'pondatti', 'ya', 'anuppi', 'vai', '......', 'thevidiya', 'payale']",31
Hope-Speech,Super movie Ida pathu neriya per thiruthu vanga nu numburan. Love is love,"['super', 'movie', 'ida', 'pathu', 'neriya', 'per', 'thiruthu', 'vanga', 'nu', 'numburan', '.', 'love', 'is', 'love']",14
Xenophobia,Vatican poola oomburaa potta pasanagalala dhan prachanaye,"['vatican', 'poola', 'oomburaa', 'potta', 'pasanagalala', 'dhan', 'prachanaye']",7
None-of-the-above,black pearl  hey no no. Tamil payan than,"['black', 'pearl', 'hey', 'no', 'no', '.', 'tamil', 'payan', 'than']",9
Counter-speech,Prince Vegeta  aprom ennode gf eh vere yaaraacchum kalyaanam pannattum nu Vida soldriya....Nara Bali kudukkurathaiye otthukkure manushangga irukkurappo.... lgbt eh accept pannikkiravanggga mattum irukka koodaathunaa epdi?,"['prince', 'vegeta', 'aprom', 'ennode', 'gf', 'eh', 'vere', 'yaaraacchum', 'kalyaanam', 'pannattum', 'nu', 'vida', 'soldriya', '......', 'nara', 'bali', 'kudukkurathaiye', 'otthukkure', 'manushangga', 'irukkurappo', '......', 'lgbt', 'eh', 'accept', 'pannikkiravanggga', 'mattum', 'irukka', 'koodaathunaa', 'epdi', '?']",30
None-of-the-above,Boyo mic pocket la irrukum,"['boyo', 'mic', 'pocket', 'la', 'irrukum']",5
None-of-the-above,Srivatsan Srivataan I am Ganesh guy my no 7358621072,"['srivatsan', 'srivataan', 'i', 'am', 'ganesh', 'guy', 'my', 'no', '7358621072']",9
Counter-speech,Agal Lantern  onnu illa YouTube la oruttara navadu avangaluku support panni video pottangala,"['agal', 'lantern', 'onnu', 'illa', 'youtube', 'la', 'oruttara', 'navadu', 'avangaluku', 'support', 'panni', 'video', 'pottangala']",13
None-of-the-above,Ithuku admk torture paravailla ...Cha ..,"['ithuku', 'admk', 'torture', 'paravailla', '......', 'cha', '......']",7
Misandry,Vairamuththu va  kora. Soldriya da ; ; ; Echa thevdiya payale 😾😾😾; ; ; Ungotha unna olugka valathurundha ipdi tn ha asigka paduthviya ; ; ; Nee dhan da dasi paiya ; ; Nee dhan managketta echa raja HIV raja kedukatta kudumpathuku porandha ali 😡,"['vairamuththu', 'va', 'kora', '.', 'soldriya', 'da', ';', ';', ';', 'echa', 'thevdiya', 'payale', ';', ';', ';', 'ungotha', 'unna', 'olugka', 'valathurundha', 'ipdi', 'tn', 'ha', 'asigka', 'paduthviya', ';', ';', ';', 'nee', 'dhan', 'da', 'dasi', 'paiya', ';', ';', 'nee', 'dhan', 'managketta', 'echa', 'raja', 'hiv', 'raja', 'kedukatta', 'kudumpathuku', 'porandha', 'ali']",45
None-of-the-above,Irundhalum indha ponnungalukku alachal adhigam.....,"['irundhalum', 'indha', 'ponnungalukku', 'alachal', 'adhigam', '......']",6
None-of-the-above,Ithula clear ah lesbian gay pathi sariya sollala,"['ithula', 'clear', 'ah', 'lesbian', 'gay', 'pathi', 'sariya', 'sollala']",8
None-of-the-above,Raja Selvam  Hii ok; Number,"['raja', 'selvam', 'hii', 'ok', ';', 'number']",6
None-of-the-above,appa amma soldravangala than kattipom k va and inga ponnugale kekkuranga,"['appa', 'amma', 'soldravangala', 'than', 'kattipom', 'k', 'va', 'and', 'inga', 'ponnugale', 'kekkuranga']",11
None-of-the-above,cassia 42  apdiya ponunga matiri kevalama yaru Inga avlova ila,"['cassia', '42', 'apdiya', 'ponunga', 'matiri', 'kevalama', 'yaru', 'inga', 'avlova', 'ila']",10
Misandry,Raja unnaku oru nal eruku,"['raja', 'unnaku', 'oru', 'nal', 'eruku']",5
None-of-the-above,Priya Kannan ennakku theriyum akka,"['priya', 'kannan', 'ennakku', 'theriyum', 'akka']",5
Misogyny,Gh Wb  u pondatti pundaila en Pola Vidava... ungomma punda naaruthu,"['gh', 'wb', 'u', 'pondatti', 'pundaila', 'en', 'pola', 'vidava', '......', 'ungomma', 'punda', 'naaruthu']",12
None-of-the-above,Vera level bro indha video kaga vae neenga nalla nelamaiku povinga nanba it's trueee👍,"['vera', 'level', 'bro', 'indha', 'video', 'kaga', 'vae', 'neenga', 'nalla', 'nelamaiku', 'povinga', 'nanba', 'it', ""'"", 's', 'trueee']",16
None-of-the-above,Pandiyan P  18 cudallour ok number tharuvigala tharamattingala solluga,"['pandiyan', 'p', '18', 'cudallour', 'ok', 'number', 'tharuvigala', 'tharamattingala', 'solluga']",9
None-of-the-above,She doesn't look like transgender beautiful👌,"['she', 'doesn', ""'"", 't', 'look', 'like', 'transgender', 'beautiful']",8
None-of-the-above,Neenga soldrathu enaku auvalavu puriyala but ram eyes la pain iruku  paavam neenga 😔,"['neenga', 'soldrathu', 'enaku', 'auvalavu', 'puriyala', 'but', 'ram', 'eyes', 'la', 'pain', 'iruku', 'paavam', 'neenga']",13
Misandry,Othu saapdra Braman udambu unna maadhir dhaan irukum,"['othu', 'saapdra', 'braman', 'udambu', 'unna', 'maadhir', 'dhaan', 'irukum']",8
Misandry,Kumar Laxman  potta sangi punda vaya modu,"['kumar', 'laxman', 'potta', 'sangi', 'punda', 'vaya', 'modu']",7
None-of-the-above,Over seen podudhu. Normal a pesadha,"['over', 'seen', 'podudhu', '.', 'normal', 'a', 'pesadha']",7
None-of-the-above,Ayya thanthi tv porumpa Bethiya kelapathapa....ni pesarathulaya bayanthuta pa....,"['ayya', 'thanthi', 'tv', 'porumpa', 'bethiya', 'kelapathapa', '......', 'ni', 'pesarathulaya', 'bayanthuta', 'pa', '......']",12
Misogyny,Yaarumay ponungala marriage panadheenga. Apodha marriage nadakalanu evalungalavay namakitta varuvaalunga,"['yaarumay', 'ponungala', 'marriage', 'panadheenga', '.', 'apodha', 'marriage', 'nadakalanu', 'evalungalavay', 'namakitta', 'varuvaalunga']",11
None-of-the-above,Perumal kubuduringa but non veg tha neraya sapuduringa,"['perumal', 'kubuduringa', 'but', 'non', 'veg', 'tha', 'neraya', 'sapuduringa']",8
None-of-the-above,Dei neengaluma part 1  2 nu poite irupinga pola,"['dei', 'neengaluma', 'part', '1', '2', 'nu', 'poite', 'irupinga', 'pola']",9
None-of-the-above,Ji vera level enake aluha vanthuttu,"['ji', 'vera', 'level', 'enake', 'aluha', 'vanthuttu']",6
Counter-speech,Antha  aunty ya matu Oru interview edunga pothu correct ta kekuranga,"['antha', 'aunty', 'ya', 'matu', 'oru', 'interview', 'edunga', 'pothu', 'correct', 'ta', 'kekuranga']",11
None-of-the-above,Paavam vidunga enna panradhu avunga nelamai apdi :////,"['paavam', 'vidunga', 'enna', 'panradhu', 'avunga', 'nelamai', 'apdi', ':', '/', '/', '/', '/']",12
None-of-the-above,1:47 Itha panniruntha nallarukum👇; ; Avanga:nee paka paiyan maari iruka?; ; You:neengalum paaka ponnu mari than irukinga nan nambalaya?; 😂😂😂😂Sorry😂😂😂😂,"['1', ':', '47', 'itha', 'panniruntha', 'nallarukum', ';', ';', 'avanga', ':', 'nee', 'paka', 'paiyan', 'maari', 'iruka', '?', ';', ';', 'you', ':', 'neengalum', 'paaka', 'ponnu', 'mari', 'than', 'irukinga', 'nan', 'nambalaya', '?', ';', 'sorry']",31
None-of-the-above,S not only bramis pengalana yengalukkuke ippadi oru pen jenmamanu avamanama irukku,"['s', 'not', 'only', 'bramis', 'pengalana', 'yengalukkuke', 'ippadi', 'oru', 'pen', 'jenmamanu', 'avamanama', 'irukku']",12
Xenophobia,Muttal people ku ide pathi ebdida tedium poor india,"['muttal', 'people', 'ku', 'ide', 'pathi', 'ebdida', 'tedium', 'poor', 'india']",9
Counter-speech,Ishvar Mahendiran apram avanga pesuna mathuri innaki judgement illegal affair legal ayiruchu...yepti ithuvum oru thani patta manusanoda feelings nu support pannunga.....apo kalam fulla nee enaku nan unaku nu commit anavanga roadla pogatum......,"['ishvar', 'mahendiran', 'apram', 'avanga', 'pesuna', 'mathuri', 'innaki', 'judgement', 'illegal', 'affair', 'legal', 'ayiruchu', '......', 'yepti', 'ithuvum', 'oru', 'thani', 'patta', 'manusanoda', 'feelings', 'nu', 'support', 'pannunga', '......', 'apo', 'kalam', 'fulla', 'nee', 'enaku', 'nan', 'unaku', 'nu', 'commit', 'anavanga', 'roadla', 'pogatum', '......']",37
